area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus_semi-furnished,furnishingstatus_unfurnished,price
0.4458561496982703,0.055270920014809204,1.539173229085006,2.587643534697806,0.40715525425753607,-0.46677306581685607,-0.7464200272921789,-0.2305213582693749,1.501243265857863,0.3679566487168883,-0.552620323148621,-0.870669004920373,-0.6769002732553079,7525000.0
1.0403128368590482,0.055270920014809204,1.539173229085006,-0.9124989093401775,0.40715525425753607,-0.46677306581685607,1.339728254114167,-0.2305213582693749,1.501243265857863,2.709987288725112,-0.552620323148621,1.1485420915970876,-0.6769002732553079,6300000.0
-0.6360550209343453,-1.2835135870105665,-0.5579502955433145,-0.9124989093401775,0.40715525425753607,-0.46677306581685607,1.339728254114167,-0.2305213582693749,1.501243265857863,1.5389719687210002,-0.552620323148621,-0.870669004920373,-0.6769002732553079,3920000.0
-1.233483991530927,0.055270920014809204,-0.5579502955433145,0.2542152386724836,0.40715525425753607,-0.46677306581685607,1.339728254114167,-0.2305213582693749,-0.6661145616720319,-0.8030586712872236,1.8095606659964647,-0.870669004920373,1.4773224941849419,3430000.0
-0.668750138728188,0.055270920014809204,-0.5579502955433145,0.2542152386724836,0.40715525425753607,-0.46677306581685607,-0.7464200272921789,-0.2305213582693749,-0.6661145616720319,-0.8030586712872236,-0.552620323148621,-0.870669004920373,1.4773224941849419,3010000.0
-0.04457061720937136,0.055270920014809204,-0.5579502955433145,0.2542152386724836,0.40715525425753607,-0.46677306581685607,1.339728254114167,-0.2305213582693749,-0.6661145616720319,-0.8030586712872236,-0.552620323148621,1.1485420915970876,-0.6769002732553079,4620000.0
-0.6192120814647899,0.055270920014809204,-0.5579502955433145,0.2542152386724836,0.40715525425753607,-0.46677306581685607,-0.7464200272921789,-0.2305213582693749,-0.6661145616720319,-0.8030586712872236,-0.552620323148621,-0.870669004920373,1.4773224941849419,1750000.0
-0.011875499415528581,0.055270920014809204,-0.5579502955433145,-0.9124989093401775,-2.4560655660051363,-0.46677306581685607,-0.7464200272921789,-0.2305213582693749,-0.6661145616720319,-0.8030586712872236,-0.552620323148621,-0.870669004920373,1.4773224941849419,3010000.0
-0.9511170651295575,0.055270920014809204,-0.5579502955433145,-0.9124989093401775,-2.4560655660051363,-0.46677306581685607,-0.7464200272921789,-0.2305213582693749,-0.6661145616720319,-0.8030586712872236,-0.552620323148621,-0.870669004920373,1.4773224941849419,2520000.0
0.45576376115094996,0.055270920014809204,-0.5579502955433145,-0.9124989093401775,0.40715525425753607,-0.46677306581685607,-0.7464200272921789,-0.2305213582693749,-0.6661145616720319,-0.8030586712872236,-0.552620323148621,1.1485420915970876,-0.6769002732553079,3710000.0
